chrom	circRNA_start	circRNA_end	strand	exonCount	exonSizes	exonOffsets	circType	geneName	isoformName	exonIndexOrIntronIndex	FlankingIntrons	CircularJunctionCount_Sample_1	LinearJunctionCount_Sample_1	CircularJunctionCount_Sample_2	LinearJunctionCount_Sample_2	PBI_Sample_1	PBI_Sample_2	deltaPBI(PBI_1-PBI_2)	pValue	FDR
chr1	21149312	21211619	+	5	155,137,161,113,148,	0,11592,14957,40662,62159,	circRNA	Akap7	NM_001001801	2,3,4,5,6	chr1:21142276-21149312|21211619-21263653	6	30	1	44	0.2857142857142857	0.043478260869565216	0.24223602484472048	0.0026719518645939356	0.377664594194
chr1	127025461	127025957	+	1	496,	0,	circRNA	Chsy1	NM_001106268	2	chr1:127010899-127025461|127025957-127068618	10	4	27	56	0.8333333333333334	0.4909090909090909	0.34242424242424246	0.0027476625703508686	0.384234303056
chr2	198044700	198047406	+	3	150,123,169,	0,915,2537,	circRNA	Anp32e	NM_001013200	2,3,4	chr2:198040894-198044700|198047406-198048063	6	112	3	261	0.0967741935483871	0.02247191011235955	0.07430228343602754	0.0028087081666014666	0.38863651421
chr1	197526939	197545868	-	5	70,93,109,110,127,	0,1384,3100,9881,18802,	circRNA	Xpo6	NM_001011935	13,14,15,16,17	chr1:197522838-197526939|197545868-197549407	3	3	2	28	0.6666666666666666	0.125	0.5416666666666666	0.0028576377590951666	0.391288003576
chr5	90870844	90892934	+	4	194,50,104,138,	0,9723,14496,21952,	circRNA	Kdm4c	NM_001106663	4,5,6,7	chr5:90854518-90870844|90892934-90916007	5	293	15	301	0.033003300330033	0.09063444108761329	-0.05763114075758029	0.0030015401107864738	0.40675510058
chr7	66761910	66763153	+	2	102,111,	0,1132,	circRNA	Mon2	NM_001040176	20,21	chr7:66759972-66761910|66763153-66765389	11	28	9	75	0.44	0.1935483870967742	0.24645161290322581	0.0030628360519824563	0.410826325544
chr10	74892406	74894828	+	4	83,161,97,114,	0,1758,2033,2308,	circRNA	Mtmr4	NM_001105827	5,6,7,8	chr10:74891638-74892406|74894828-74896118	3	31	1	109	0.16216216216216217	0.018018018018018018	0.14414414414414414	0.0032644309482536787	0.433443887018
chr7	55148729	55151796	+	2	928,165,	0,2902,	circRNA	Kcnc2	NM_139216	2,3	chr7:54980885-55148729|55151796-55157077	1	11	4	2	0.15384615384615385	0.8	-0.6461538461538462	0.003432494279176211	0.447642965452
chr2	4116549	4174344	-	11	148,166,129,164,159,54,135,144,144,141,163,	0,27400,28334,37323,38226,39371,40299,42548,43446,43979,57632,	circRNA	Slf1	NM_001106400	7,8,9,10,11,12,13,14,15,16,17	chr2:4103404-4116549|4174344-4186704	7	36	2	59	0.28	0.06349206349206349	0.21650793650793654	0.003439478091339277	0.447642965452
chr8	87543959	87550389	+	4	110,117,120,93,	0,191,4584,6337,	circRNA	Senp6	NM_001106842	15,16,17,18	chr8:87542313-87543959|87550389-87554120	15	108	8	155	0.21739130434782608	0.0935672514619883	0.12382405288583778	0.003482415364558978	0.447767856148
chr7	30382501	30388657	-	3	172,79,99,	0,5894,6057,	circRNA	Actr6	NM_001108081	3,4,5	chr7:30380144-30382501|30388657-30389433	14	60	8	96	0.3181818181818182	0.14285714285714285	0.17532467532467533	0.003508565171791677	0.447767856148
chr2	154300068	154314641	-	4	172,121,204,94,	0,4352,12381,14479,	circRNA	Plch1	NM_001191707	15,16,17,18	chr2:154292400-154300068|154314641-154330159	7	95	1	96	0.12844036697247707	0.02040816326530612	0.10803220370717095	0.0036056871206835094	0.454035802641
chr10	626472	633049	-	4	126,138,126,177,	0,2420,5006,6400,	circRNA	Abcc1	NM_022281	28,29,30,31	chr10:613131-626472|633049-672148	7	108	4	245	0.11475409836065574	0.03162055335968379	0.08313354500097195	0.003626759929809691	0.454035802641
chr10	97555576	97568711	-	7	82,77,59,52,107,51,97,	0,3751,5815,6113,6383,7227,13038,	circRNA	Rgs9	NM_019224	12,13,14,15,16,17,18	chr10:97545746-97555576|97568711-97582008	5	417	16	471	0.0234192037470726	0.0636182902584493	-0.0401990865113767	0.0038732063111086056	0.48031412226
chr2	209143855	209152642	-	3	142,148,407,	0,2258,8380,	circRNA	Cept1	NM_001007699	6,7,8	chr2:209127981-209143855|209152642-209160491	5	35	4	124	0.2222222222222222	0.06060606060606061	0.1616161616161616	0.003922892847388172	0.481929219429
chr18	59190040	59245202	+	6	770,89,93,119,124,114,	0,2296,14979,17443,19667,55048,	circRNA	Wdr7	NM_023975	14,15,16,17,18,19	chr18:59173106-59190040|59245202-59283576	3	101	17	163	0.056074766355140186	0.17258883248730963	-0.11651406613216944	0.004071122126413166	0.49550833659
chr17	29730436	29731094	-	1	658,	0,	circRNA	Cdyl	NM_001014145	6	chr17:29689798-29730436|29731094-29757530	56	1	48	10	0.9911504424778761	0.9056603773584906	0.0854900651193855	0.004133761015575993	0.497448034057
chr11	70570465	70585055	-	3	349,137,82,	0,7684,14508,	circRNA	Zfp148	NM_031615	6,7,8	chr11:70550977-70570465|70585055-70618192	51	134	70	300	0.4322033898305085	0.3181818181818182	0.11402157164869031	0.004162745054870458	0.497448034057
chr14	2977678	3011669	+	6	135,141,159,147,96,96,	0,1270,3140,10998,13386,33895,	circRNA	Evi5	NM_001271410	12,13,14,15,16,17	chr14:2960581-2977678|3011669-3034568	3	16	1	57	0.2727272727272727	0.03389830508474576	0.23882896764252695	0.004291867329841833	0.504765169904
chr5	122580013	122593611	-	4	152,87,224,195,	0,1891,5904,13403,	circRNA	Wdr78	NM_001024786	7,8,9,10	chr5:122569908-122580013|122593611-122605824	112	180	169	389	0.5544554455445545	0.4649243466299862	0.08953109891456829	0.0043007758865934624	0.504765169904
chrX	62636485	62693569	-	24	123,150,125,100,120,130,176,117,90,62,85,155,76,117,113,179,205,88,93,63,116,81,97,125,	0,504,3818,5646,7340,7922,10441,11734,15119,16575,17580,24512,28300,29645,30809,37198,37465,37918,38427,39374,39892,50914,54215,56959,	circRNA	Pola1	NM_053479	12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35	chrX:62570599-62636485|62693569-62698777	8	17	6	50	0.48484848484848486	0.1935483870967742	0.2913000977517107	0.004486993475009057	0.520016919915
chr6	72392024	72430205	-	15	108,141,168,122,48,176,134,141,111,142,127,174,79,74,104,	0,1639,2999,5054,5456,5658,7272,11469,20576,26095,27764,29737,31531,37613,38077,	circRNA	Strn3	NM_001029897	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	chr6:72378234-72392024|72430205-72462181	20	29	17	62	0.5797101449275363	0.3541666666666667	0.22554347826086957	0.00454060455341786	0.520016919915
chr17	5582855	5606503	+	8	88,145,154,181,130,132,177,161,	0,4970,6610,7657,8605,15396,21243,23487,	circRNA	Agtpbp1	NM_001106100	19,20,21,22,23,24,25,26	chr17:5571375-5582855|5606503-5613741	7	177	22	1461	0.07329842931937172	0.029235880398671095	0.04406254892070063	0.004549406298227181	0.520016919915
chr4	38263239	38271681	+	2	764,145,	0,8297,	circRNA	Phf14	NM_001110492	3,4	chr4:38256132-38263239|38271681-38284649	10	72	5	119	0.21739130434782608	0.07751937984496124	0.13987192450286484	0.004625956098702002	0.524208559633
chr5	129621175	129647021	+	3	155,137,89,	0,20092,25757,	circRNA	Faf1	NM_130406	13,14,15	chr5:129603894-129621175|129647021-129700280	21	85	25	207	0.33070866141732286	0.19455252918287938	0.13615613223444348	0.004972847446491989	0.558701535762
chr17	5524116	5571375	+	15	125,68,64,147,132,94,38,209,178,98,117,692,84,87,149,	0,3176,4873,5842,8040,13330,18933,22290,23905,31374,35540,39402,45630,46942,47110,	circRNA	Agtpbp1	NM_001106100	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18	chr17:5514081-5524116|5571375-5582855	5	168	11	1170	0.056179775280898875	0.018456375838926176	0.0377233994419727	0.005223580599601043	0.581898025269
chr10	35816389	35818308	-	3	82,142,59,	0,481,1860,	circRNA	Canx	NM_172008	10,11,12	chr10:35815668-35816389|35818308-35818954	7	279	4	552	0.04778156996587031	0.014285714285714285	0.03349585568015603	0.005359973823365528	0.592074419396
chr6	26569865	26570939	+	3	95,78,99,	0,365,975,	circRNA	Gtf3c2	NM_001025120	7,8,9	chr6:26568180-26569865|26570939-26571590	2	5	1	42	0.4444444444444444	0.045454545454545456	0.39898989898989895	0.00543718212974598	0.595597992463
chr14	86457977	86459218	+	3	155,147,91,	0,372,1150,	circRNA	Ogdh	NM_001017461	6,7,8	chr14:86453992-86457977|86459218-86459698	4	25	1	52	0.24242424242424243	0.037037037037037035	0.2053872053872054	0.0055098183883010065	0.598566634002
chrX	54275710	54283885	-	3	78,107,74,	0,7265,8101,	circRNA	Gk	NM_024381	16,17,18	chrX:54267899-54275710|54283885-54303651	3	16	4	126	0.2727272727272727	0.05970149253731343	0.21302578018995927	0.005671459212338156	0.611076486444
chr4	8223839	8239403	-	4	81,230,115,185,	0,3074,5052,15379,	circRNA	Kmt2e	NM_001100851	23,24,25,26	chr4:8217614-8223839|8239403-8255222	2	75	12	103	0.05063291139240506	0.1889763779527559	-0.13834346656035085	0.005767645066162507	0.61560276894
chr2	213064652	213065395	-	1	743,	0,	circRNA	Ntng1	NM_001106465	7	chr2:212852849-213064652|213065395-213072148	21	83	50	102	0.336	0.49504950495049505	-0.15904950495049502	0.005807131483340252	0.61560276894
chr17	5514016	5571375	+	16	65,125,68,64,147,132,94,38,209,178,98,117,692,84,87,149,	0,10100,13276,14973,15942,18140,23430,29033,32390,34005,41474,45640,49502,55730,57042,57210,	circRNA	Agtpbp1	NM_001106100	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18	chr17:5513395-5514016|5571375-5582855	9	150	26	1011	0.10714285714285714	0.04891815616180621	0.058224700981050925	0.006054740500401699	0.630653592016
chr15	11863992	11874677	-	6	175,107,147,88,158,116,	0,2183,4936,6898,8366,10569,	circRNA	Slc4a7	NM_058211	14,15,16,17,18,19	chr15:11860996-11863992|11874677-11878804	1	237	5	173	0.008368200836820083	0.0546448087431694	-0.04627660790634931	0.006116288525082616	0.630653592016
chr2	43012574	43019867	-	5	103,188,168,141,185,	0,3156,4746,5869,7108,	circRNA	Gpbp1	NM_001106410	2,3,4,5,6	chr2:43003023-43012574|43019867-43026693	13	142	11	289	0.15476190476190477	0.0707395498392283	0.08402235492267647	0.006135223901577989	0.630653592016
chr10	15554041	15555433	+	2	111,144,	0,1248,	circRNA	Luc7l	NM_001024269	3,4	chr10:15544874-15554041|15555433-15561797	3	177	1	492	0.03278688524590164	0.004048582995951417	0.028738302249950224	0.006165995232341862	0.630653592016
chr13	86424476	86451001	-	6	90,113,160,136,191,245,	0,1409,7743,12113,20263,26280,	circRNA	Pbx1	NM_001134862	2,3,4,5,6,7	chr13:86392007-86424476|86451001-86667358	5	13	1	25	0.43478260869565216	0.07407407407407407	0.3607085346215781	0.0062329733911400936	0.630653592016
chr1	218755126	218758344	-	2	66,138,	0,3080,	circRNA	Ppp6r3	NM_001287134	19,20	chr1:218752532-218755126|218758344-218761333	7	143	7	441	0.08917197452229299	0.03076923076923077	0.05840274375306222	0.0062377231857921	0.630653592016
chr1	163965000	163976846	-	2	127,106,	0,11740,	circRNA	Uvrag	NM_001107536	7,8	chr1:163950939-163965000|163976846-164025517	7	20	2	31	0.4117647058823529	0.11428571428571428	0.29747899159663865	0.006284946409589233	0.630653592016
chr7	106585488	106589533	+	2	79,136,	0,3909,	circRNA	Efr3a	NM_001130564	8,9	chr7:106583838-106585488|106589533-106591765	11	22	4	31	0.5	0.20512820512820512	0.2948717948717949	0.0063786533009471316	0.635207557886
chr15	70039431	70105489	-	5	60,96,136,165,125,	0,515,38034,59329,65933,	circRNA	Diaph3	NM_001305172	2,3,4,5,6	chr15:69929672-70039431|70105489-70121768	7	6	6	26	0.7	0.3157894736842105	0.38421052631578945	0.006576385253714798	0.649974316993
chr17	5555490	5606503	+	14	98,117,692,84,87,149,88,145,154,181,130,132,177,161,	0,4166,8028,14256,15568,15736,27365,32335,33975,35022,35970,42761,48608,50852,	circRNA	Agtpbp1	NM_001106100	13,14,15,16,17,18,19,20,21,22,23,24,25,26	chr17:5548199-5555490|5606503-5613741	2	164	2	1374	0.023809523809523808	0.002902757619738752	0.020906766189785056	0.006636107640734868	0.65098235028
chr1	128575533	128576607	-	2	138,38,	0,1036,	circRNA	Lrrc28	NM_001108486	6,7	chr1:128526855-128575533|128576607-128586070	6	2	4	13	0.8571428571428571	0.38095238095238093	0.47619047619047616	0.0069281708119546676	0.670971364402
chr6	27573045	27582987	-	5	100,45,100,45,75,	0,2717,5418,9733,9867,	circRNA	Hadhb	NM_133618	11,12,13,14,15	chr6:27568733-27573045|27582987-27589459	7	22	5	59	0.3888888888888889	0.14492753623188406	0.24396135265700483	0.006966333741836978	0.670971364402
chr9	44415604	44437063	-	9	152,78,171,159,168,66,147,69,129,	0,1040,1204,3551,4343,5678,11886,12095,21330,	circRNA	Tsga10	NM_001030022	12,13,14,15,16,17,18,19,20	chr9:44398945-44415604|44437063-44456541	4	0	1	5	1.0	0.2857142857142857	0.7142857142857143	0.006993006993007008	0.670971364402
chr15	109120331	109141568	+	10	144,75,29,20,7,2,10,76,111,103,	0,1198,5381,5410,5431,5439,5442,7375,15334,21134,	circRNA	Pcca	NM_019330	20,21,22,23,24,25,26,27,28,29	chr15:109094629-109120331|109141568-109168310	8	24	3	38	0.4	0.13636363636363635	0.26363636363636367	0.007116324726345992	0.67785571397
chr2	57098599	57179300	-	6	77,154,134,60,199,121,	0,23653,32653,36582,77701,80580,	circRNA	Wdr70	NM_001013909	10,11,12,13,14,15	chr2:57042926-57098599|57179300-57191392	6	29	4	81	0.2926829268292683	0.0898876404494382	0.20279528637983008	0.007210668681889522	0.681901005924
chr12	39627015	39635912	-	3	154,112,120,	0,668,8777,	circRNA	Anapc7	NM_001107142	7,8,9	chr12:39625019-39627015|39635912-39636571	6	28	4	75	0.3	0.0963855421686747	0.20361445783132529	0.0077517733464189005	0.722212073515
chr5	8794166	8810643	-	4	148,130,79,134,	0,14179,15543,16343,	circRNA	Cspp1	NM_001191864	15,16,17,18	chr5:8785783-8794166|8810643-8812797	5	19	15	14	0.3448275862068966	0.6818181818181818	-0.3369905956112852	0.0077892585021210195	0.722212073515
chr19	34239429	34241861	+	2	111,105,	0,2327,	circRNA	Arhgap10	NM_001109501	6,7	chr19:34233121-34239429|34241861-34249086	6	70	2	107	0.14634146341463414	0.036036036036036036	0.11030542737859811	0.007801758420624325	0.722212073515
chr3	59847597	59862336	-	3	98,81,176,	0,401,14563,	circRNA	Ola1	NM_001033927	5,6,7	chr3:59808775-59847597|59862336-59905693	15	77	19	208	0.2803738317757009	0.15447154471544716	0.12590228706025375	0.007990710307992633	0.734530678312
chrX	63273928	63275217	-	2	173,170,	0,1119,	circRNA	Eif2s3	NM_001100542	2,3	chrX:63270399-63273928|63275217-63277939	3	126	1	329	0.045454545454545456	0.006042296072507553	0.039412249382037905	0.008084068623613728	0.737951958732
chr2	202970799	202998292	-	7	95,81,119,53,24,19,256,	0,15521,17835,23754,23809,23833,27237,	circRNA	Man1a2	NM_001106452	8,9,10,11,12,13,14	chr2:202944395-202970799|202998292-203043182	13	23	7	38	0.5306122448979592	0.2692307692307692	0.26138147566719	0.008663540698774513	0.785394775761
chr7	40237949	40241778	+	4	163,101,88,113,	0,1641,1810,3716,	circRNA	Cep290	NM_001135755	15,16,17,18	chr7:40231311-40237949|40241778-40246485	2	204	12	325	0.019230769230769232	0.06876790830945559	-0.04953713907868636	0.008785085812742321	0.79095858225
chr8	5246847	5260696	-	2	210,117,	0,13732,	circRNA	Dync2h1	NM_023024	6,7	chr8:5240572-5246847|5260696-5267559	6	9	4	30	0.5714285714285714	0.21052631578947367	0.3609022556390977	0.008988636431518926	0.803779767975
chr6	27559990	27582987	-	13	75,88,48,80,122,181,188,88,100,45,100,45,75,	0,539,1287,1413,3033,5671,6565,8655,13055,15772,18473,22788,22922,	circRNA	Hadhb	NM_133618	3,4,5,6,7,8,9,10,11,12,13,14,15	chr6:27559468-27559990|27582987-27589459	3	98	1	249	0.057692307692307696	0.00796812749003984	0.049724180202267855	0.00920625379035105	0.816090508513
chr8	79234305	79249597	+	3	34,83,123,	0,13465,15169,	circRNA	Rfx7	NM_001127490	2,3,4	chr8:79160115-79234305|79249597-79264381	10	0	5	5	1.0	0.6666666666666666	0.33333333333333337	0.009250474383301645	0.816090508513
chr15	837321	852690	+	5	111,106,83,70,156,	0,1794,4512,8536,15213,	circRNA	Kcnma1	NM_031828	10,11,12,13,14	chr15:821547-837321|852690-887180	14	74	7	95	0.27450980392156865	0.12844036697247707	0.14606943694909158	0.009552327990277436	0.835837697216
chr19	41810979	41812052	-	4	161,108,127,142,	0,277,622,931,	circRNA	Ap1g1	NM_134460	3,4,5,6	chr19:41807749-41810979|41812052-41813156	3	38	1	100	0.13636363636363635	0.0196078431372549	0.11675579322638145	0.009601482866455817	0.835837697216
chr7	73808150	73848871	-	5	168,165,115,129,81,	0,549,25893,38491,40640,	circRNA	Stk3	NM_031735	6,7,8,9,10	chr7:73748233-73808150|73848871-73883595	9	13	14	63	0.5806451612903226	0.3076923076923077	0.2729528535980149	0.009739092011780363	0.842239240098
chr17	5537446	5564210	+	7	94,38,209,178,98,117,692,	0,5603,8960,10575,18044,22210,26072,	circRNA	Agtpbp1	NM_001106100	9,10,11,12,13,14,15	chr17:5532288-5537446|5564210-5569746	2	71	1	350	0.05333333333333334	0.005681818181818182	0.04765151515151515	0.01001176520057432	0.856551431531
chr3	46544998	46564806	-	5	164,113,99,158,195,	0,9960,13207,17591,19613,	circRNA	Pla2r1	NM_001100837	20,21,22,23,24	chr3:46528994-46544998|46564806-46575963	9	45	26	54	0.2857142857142857	0.49056603773584906	-0.20485175202156336	0.010034912168565533	0.856551431531
chr12	30068979	30083826	-	2	199,946,	0,13901,	circRNA	Tpst1	NM_001011903	4,5	chr12:30051558-30068979|30083826-30106735	10	14	11	49	0.5882352941176471	0.30985915492957744	0.27837613918806964	0.01017035299721673	0.862511549345
chr12	37625063	37629278	+	5	152,198,168,176,132,	0,1918,3143,3401,4083,	circRNA	Sbno1	NM_001107138	16,17,18,19,20	chr12:37623079-37625063|37629278-37632836	3	49	1	124	0.10909090909090909	0.015873015873015872	0.09321789321789321	0.010444793142983107	0.880107729901
chr3	46575963	46583536	-	3	141,114,174,	0,458,7399,	circRNA	Pla2r1	NM_001100837	25,26,27	chr3:46564806-46575963|46583536-46597265	20	167	34	158	0.1932367149758454	0.3008849557522124	-0.107648240776367	0.010605406107761128	0.887949447685
chr1	157425550	157436829	-	3	127,173,106,	0,5542,11173,	circRNA	Ankrd42	NM_001135013	3,4,5	chr1:157422362-157425550|157436829-157438482	5	12	2	28	0.45454545454545453	0.125	0.32954545454545453	0.010847123800209814	0.888300684878
chr5	35868307	35874297	+	5	107,85,70,52,56,	0,1061,1327,4375,5934,	circRNA	Ccnc	NM_001100472	2,3,4,5,6	chr5:35865826-35868307|35874297-35875407	4	13	1	27	0.38095238095238093	0.06896551724137931	0.3119868637110016	0.010856757785794936	0.888300684878
chr6	76613548	76626199	-	6	116,178,44,58,50,111,	0,3346,4614,7346,11895,12540,	circRNA	Ralgapa1	NM_020083	34,35,36,37,38,39	chr6:76608864-76613548|76626199-76661413	1	118	6	114	0.016666666666666666	0.09523809523809523	-0.07857142857142857	0.010928887506095698	0.888300684878
chr15	70098760	70139170	-	4	165,125,130,240,	0,6604,23008,40170,	circRNA	Diaph3	NM_001305172	5,6,7,8	chr15:70077601-70098760|70139170-70177176	21	357	55	567	0.10526315789473684	0.16248153618906944	-0.0572183782943326	0.010978316238640276	0.888300684878
chr8	94525777	94530500	-	5	112,94,103,76,143,	0,1579,2702,3866,4580,	circRNA	Snap91	NM_031728	25,26,27,28,29	chr8:94509852-94525777|94530500-94563630	3	245	11	287	0.02390438247011952	0.07119741100323625	-0.047293028533116725	0.010999724109811754	0.888300684878
chr18	2005293	2047808	+	11	172,130,105,67,205,184,145,134,108,198,152,	0,2073,7924,11052,13537,16788,24151,27064,32742,39529,42363,	circRNA	Mib1	NM_001107405	3,4,5,6,7,8,9,10,11,12,13	chr18:1971822-2005293|2047808-2071591	3	4	14	1	0.6	0.9655172413793104	-0.3655172413793104	0.011015063646642613	0.888300684878
chr1	143143054	143143524	+	2	71,162,	0,308,	circRNA	Pde8a	NM_198767	13,14	chr1:143140766-143143054|143143524-143144899	11	93	24	96	0.19130434782608696	0.3333333333333333	-0.14202898550724635	0.011447340281707526	0.914699684779
chr5	117716188	117725823	-	5	163,94,143,166,81,	0,898,4907,8053,9554,	circRNA	Dock7	NM_001191574	36,37,38,39,40	chr5:117689346-117716188|117725823-117733398	5	48	4	141	0.1724137931034483	0.053691275167785234	0.11872251793566305	0.011481586001408308	0.914699684779
chr2	128599094	128642835	-	7	92,91,71,66,123,136,56,	0,3839,19979,25511,27271,37412,43685,	circRNA	Sclt1	NM_153740	11,12,13,14,15,16,17	chr2:128590589-128599094|128642835-128653213	5	124	3	282	0.07462686567164178	0.020833333333333332	0.053793532338308456	0.011677816814723432	0.924728325479
chrX	114972098	114999004	+	6	101,154,38,132,166,64,	0,5454,6436,17761,19993,26842,	circRNA	Pak3	NM_019210	3,4,5,6,7,8	chrX:114956429-114972098|114999004-115017926	9	106	7	212	0.14516129032258066	0.061946902654867256	0.0832143876677134	0.011999939243153634	0.935608058686
chr14	37238504	37254001	-	4	92,71,92,115,	0,3104,12781,15382,	circRNA	Dcun1d4	NM_001108359	5,6,7,8	chr14:37228740-37238504|37254001-37261801	1	64	9	100	0.030303030303030304	0.15254237288135594	-0.12223934257832564	0.012065586445796634	0.935608058686
chr3	147740876	147749716	+	6	112,102,51,60,84,111,	0,2614,3180,4002,6214,8729,	circRNA	Csnk2a1	NM_053824	4,5,6,7,8,9	chr3:147737172-147740876|147749716-147752185	3	148	1	346	0.03896103896103896	0.005747126436781609	0.03321391252425735	0.012092473597557043	0.935608058686
